rule_id,frag_from,frag_to,chemotype_from,chemotype_to,radius,env_id,n_pairs_env,n_pairs_global,context_chemotypes,context_example,n_props_sign_flip_vs_global,mean_d_Hf,z_Hf,mean_d_Q,z_Q,mean_d_OBgood,z_OBgood,mean_d_Pe,z_Pe,mean_d_D,z_D,mean_d_P,z_P,mean_d_IS,z_IS
226,[*:1]c1nc([*:2])n(O)n1,[*:2]c1nc([*:1])n([N+](=O)[O-])n1,azole_ring,nitro,2,12698144,9,455,azo:9;azole_ring:9;amino:9;nitro:4,[*:2]N.[*:1]N=Nc1nc(C)n(C)n1,1,25.8333,0.515,155.288,1.02152,16.219,0.901796,0.0494444,0.627752,0.272594,0.60633,2.05455,0.556398,-24.5041,-0.239621
1367,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn(O)nc1[*:2],azole_ring,azole_ring,2,24868400,9,455,azide:9;azo:9;azole_ring:9;nitro:4,[*:2]N=Nc1c(C)nnn1C.[*:1]N=[N+]=[N-],1,20.6467,0.411601,259.28,1.7056,24.4343,1.35858,0.123911,1.57319,0.777909,1.7303,6.26439,1.69648,3.29021,0.0321743
1917,[*:1]c1nnc([*:2])n1N,[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,14226756,9,455,azoxy:9;azole_ring:9;amino:9;nitro:5,[*:2]N.[*:1]N=[N+]([O-])c1nc(C)nn1O,1,4.65,0.0927,18.6768,0.12286,0,0,0.0151667,0.192558,0.0309323,0.0688026,0.220005,0.0595802,15.4636,0.151216
2601,[*:1]c1nn(O)nc1[*:2],[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,2459668,9,455,hydrazo:9;azole_ring:9;amino:9;azide:5,[*:1]C.[*:2]NNc1c(N[N+](=O)[O-])nnn1N,1,2.47556,0.0493514,-211.435,-1.39086,-26.1835,-1.45584,-0.0678778,-0.861784,-0.557087,-1.23913,-4.1947,-1.13598,174.395,1.70538
2601,[*:1]c1nn(O)nc1[*:2],[*:1]c1nnn(C)c1[*:2],azole_ring,azole_ring,2,50150791,9,455,azide:9;hydrazo:9;azole_ring:9;amino:9,[*:2]N=[N+]=[N-].[*:1]NNc1nc(O)n(O)n1,1,1.76444,0.0351751,-198.551,-1.30611,-25.5701,-1.42173,-0.0680667,-0.864182,-0.65445,-1.45569,-5.42276,-1.46856,13.5131,0.132142
1108,[*:1]c1nc(O)nn1[*:2],[*:1]c1nnnn1[*:2],azole_ring,azole_ring,2,25379141,9,454,nitro:9;azo:9;azole_ring:9;amino:4,[*:2]N=Nc1cn[nH]n1.[*:1][N+](=O)[O-],1,81.4956,1.62465,194.749,1.2811,7.32583,0.407326,0.162433,2.06227,0.336809,0.749165,2.36791,0.641261,-5.97258,-0.0584047
1108,[*:1]c1nc(O)nn1[*:2],[*:1]c1nnnn1[*:2],azole_ring,azole_ring,2,72589184,9,454,nitramine:9;nitro:9;hydrazo:9;azole_ring:9,[*:1]NNc1cnn[nH]1.[*:2]N[N+](=O)[O-],1,78.9656,1.57422,156.411,1.02891,6.21413,0.345514,0.165011,2.095,0.366726,0.815709,2.55289,0.691358,-44.2339,-0.432555
4084,[*:1]c1nc([*:2])n(N)n1,[*:2]c1nc([*:1])n(N=[N+]=[N-])n1,azole_ring,azide,2,46497,9,454,azo:9;azole_ring:9;nitro:4;hydroxyl:4,[*:1]C.[*:2]N=Nc1n[nH]nc1[N+](=O)[O-],1,81.8256,1.63123,189.214,1.24469,14.3166,0.796023,0.0611778,0.77672,0.241734,0.537688,1.63244,0.442086,-45.7431,-0.447313
4084,[*:1]c1nc([*:2])n(N)n1,[*:2]c1nc([*:1])n(N=[N+]=[N-])n1,azole_ring,azide,2,72129870,9,454,nitro:9;hydrazo:9;azole_ring:9;amino:9,[*:1]NNc1c(C)nnn1C.[*:2][N+](=O)[O-],1,85.6067,1.70661,150.755,0.9917,10.4156,0.579121,0.0524,0.665276,0.189865,0.422317,1.38509,0.375101,-9.1506,-0.0894819
4196,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn(C)nc1[*:2],azole_ring,azole_ring,2,2463704,9,454,hydrazo:9;azole_ring:9;amino:9;nitro:7,[*:2]C.[*:1]NNc1c(O)nnn1N,1,15.1511,0.302045,60.1212,0.39549,0,0,0.0542889,0.689258,0.0751127,0.167073,0.329947,0.089354,-45.0311,-0.44035
1375,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,2443183,9,453,hydrazo:9;azole_ring:9;amino:9;azide:3,[*:1]C.[*:2]NNc1[nH]nnc1N=[N+]=[N-],1,103.92,2.0717,299.244,1.96849,33.095,1.84012,0.182467,2.31662,0.824932,1.83489,5.30327,1.4362,29.4956,0.288432
1375,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,2549859,9,453,hydrazo:9;azole_ring:9;amino:9;hydroxyl:4,[*:2]C.[*:1]NNc1nnc(N[N+](=O)[O-])n1N,1,104.43,2.08186,317.623,2.08939,33.8759,1.88354,0.198244,2.51693,0.893188,1.98672,5.67221,1.53611,70.4959,0.689365
1931,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,25064980,9,453,azo:9;azole_ring:9;hydroxyl:9;azide:3,[*:1]N=Nc1c(N=[N+]=[N-])nnn1N=[N+]=[N-].[*:2]O,1,35.2167,0.702061,169.734,1.11654,15.4576,0.859463,0.0795889,1.01047,0.377463,0.83959,2.85996,0.774514,34.607,0.338415
1931,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,25546558,9,453,azide:9;azo:9;azole_ring:9;hydroxyl:5,[*:2]N=Nc1nc(C)n(N)n1.[*:1]N=[N+]=[N-],1,39.66,0.790641,157.601,1.03673,13.4945,0.750312,0.0716444,0.909606,0.333001,0.740694,2.64059,0.715107,53.4318,0.522499
1931,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,72547258,9,453,nitramine:9;nitro:9;hydrazo:9;azole_ring:9,[*:1]NNc1cn([N+](=O)[O-])nn1.[*:2]N[N+](=O)[O-],1,35.8744,0.715175,140.342,0.923198,12.4507,0.692273,0.0627333,0.796469,0.319084,0.709738,2.6448,0.716248,17.7617,0.173688
350,[*:1]c1nn([*:2])nc1[N+](=O)[O-],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,50130201,9,452,azide:9;hydrazo:9;azole_ring:9;amino:9,[*:1]N=[N+]=[N-].[*:2]NNc1n[nH]c([N+](=O)[O-])n1,1,-24.6378,-0.491166,-312.992,-2.05893,-38.8611,-2.16072,-0.107833,-1.36906,-0.872727,-1.9412,-7.17228,-1.94235,-8.47051,-0.0828315
1172,[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnn([*:2])c1N,azole_ring,azole_ring,2,23943,9,452,azo:9;azole_ring:9;nitro:5;nitramine:4,[*:1]C.[*:2]N=Nc1c(N[N+](=O)[O-])nnn1N=[N+]=[N-],1,62.5233,1.24643,41.6655,0.274085,-9.67626,-0.538013,0.1164,1.47783,0.115143,0.256112,0.464512,0.125796,56.3239,0.55078
1172,[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnn([*:2])c1N,azole_ring,azole_ring,2,5071561,9,452,azoxy:9;azole_ring:9;nitro:5;azide:3,[*:1]C.[*:2][N+]([O-])=Nc1cn[nH]n1,1,61.8878,1.23376,51.3599,0.337856,-9.43706,-0.524713,0.1045,1.32674,0.0631342,0.140429,0.069358,0.0187831,8.45826,0.0827116
1172,[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnn([*:2])c1N,azole_ring,azole_ring,2,12666510,9,452,azo:9;azole_ring:9;amino:9;hydroxyl:4,[*:1]N.[*:2]N=Nc1c(N)nnn1O,1,66.8689,1.33306,55.7939,0.367024,-10.7567,-0.598087,0.146856,1.86449,0.137655,0.306187,0.469982,0.127277,53.6978,0.5251
1172,[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnn([*:2])c1N,azole_ring,azole_ring,2,42810902,9,452,azoxy:9;nitro:9;azole_ring:9;azide:4,[*:1]N=[N+]([O-])c1c(N=[N+]=[N-])nnn1N.[*:2][N+](=O)[O-],1,52.3689,1.044,41.0572,0.270083,-8.17915,-0.454771,0.0603444,0.76614,-0.0439124,-0.0976743,-0.637011,-0.172511,47.7468,0.466906
1172,[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnn([*:2])c1N,azole_ring,azole_ring,2,42917032,9,452,azide:9;azoxy:9;azole_ring:9;nitro:3,[*:1]N=[N+]([O-])c1nc(C)nn1N=[N+]=[N-].[*:2]N=[N+]=[N-],1,51.57,1.02807,2.57643,0.0169483,-8.65679,-0.481329,0.0882222,1.12008,0.0632581,0.140705,0.18845,0.0510349,14.7051,0.143798
1172,[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnn([*:2])c1N,azole_ring,azole_ring,2,50107347,9,452,azide:9;hydrazo:9;azole_ring:9;amino:9,[*:2]N=[N+]=[N-].[*:1]NNc1c(N)nnn1[N+](=O)[O-],1,59.8989,1.19411,24.4521,0.160851,-9.21297,-0.512253,0.116944,1.48474,0.108516,0.241373,0.44661,0.120948,47.8281,0.467701
3768,[*:1]c1nc(O)nn1[*:2],[*:1]c1nnc(N)n1[*:2],azole_ring,azole_ring,2,25356654,9,452,azide:9;azo:9;azole_ring:9;nitro:5,[*:1]N=Nc1cn(N[N+](=O)[O-])nn1.[*:2]N=[N+]=[N-],1,47.6644,0.950214,-3.6764,-0.0241841,-9.04066,-0.502672,0.0712,0.903963,0.0192315,0.0427767,-0.131978,-0.0357415,51.0929,0.499628
3768,[*:1]c1nc(O)nn1[*:2],[*:1]c1nnc(N)n1[*:2],azole_ring,azole_ring,2,25704526,9,452,nitro:9;azo:9;azole_ring:9;amino:4,[*:1]N=Nc1nc(N)nn1N[N+](=O)[O-].[*:2][N+](=O)[O-],1,42.8789,0.854812,9.65258,0.0634967,-9.04072,-0.502676,0.0404778,0.51391,-0.0612249,-0.136182,-0.65535,-0.177477,130.152,1.27273
3768,[*:1]c1nc(O)nn1[*:2],[*:1]c1nnc(N)n1[*:2],azole_ring,azole_ring,2,25756492,9,452,nitramine:9;nitro:9;azo:9;azole_ring:9,[*:1]N=Nc1nc(N=[N+]=[N-])n(O)n1.[*:2]N[N+](=O)[O-],1,47.1856,0.940667,23.3408,0.15354,-8.10361,-0.450571,0.0475556,0.60377,-0.0233592,-0.0519578,-0.311625,-0.0843921,68.7161,0.671962
3028,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,2455651,9,451,hydrazo:9;azole_ring:9;amino:9;azide:4,[*:2]C.[*:1]NNc1c(N=[N+]=[N-])nnn1C,1,-62.8167,-1.25228,-132.735,-0.873157,-15.4375,-0.858346,-0.0237778,-0.301885,-0.17761,-0.395058,-1.24107,-0.336099,19.4345,0.190046
3028,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,42908028,9,451,azoxy:9;azole_ring:9;hydroxyl:9;nitro:3,[*:1]N=[N+]([O-])c1n[nH]nc1O.[*:2]O,1,-66.2389,-1.3205,-96.0369,-0.631751,-11.3181,-0.629301,0.00441111,0.0560039,-0.0822932,-0.183045,-0.647646,-0.175391,-53.9884,-0.527942
935,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azide,azide,2,2451783,9,450,hydrazo:9;azole_ring:9;amino:9;nitro:4,[*:1]C.[*:2]NNc1c(N)nnn1N,1,24.0433,0.479316,92.2063,0.606553,0,0,0.0803889,1.02063,0.149352,0.332204,0.947695,0.256648,20.7579,0.202988
1902,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,2448189,9,450,hydrazo:9;azole_ring:9;amino:9;azide:5,[*:2]C.[*:1]NNc1c(C)nnn1N[N+](=O)[O-],1,43.3078,0.863362,450.364,2.96259,43.7281,2.43134,0.206756,2.62499,1.03946,2.31208,7.25189,1.96391,10.6207,0.103857
4155,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nn([*:2])nc1N,azole_ring,azole_ring,2,25424055,9,450,azide:9;azo:9;azole_ring:9;nitro:3,[*:1]N=Nc1cnnn1C.[*:2]N=[N+]=[N-],1,22.3522,0.445602,74.9523,0.493052,15.6552,0.870449,0.0640333,0.812974,0.540894,1.20311,4.47763,1.2126,85.3695,0.834812
484,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nn[nH]c1[*:2],nitro,azole_ring,2,1718340,9,449,azoxy:9;azole_ring:9;nitro:5;azide:4,[*:2]C.[*:1]N=[N+]([O-])c1c(N)nnn1O,1,-6.38889,-0.127366,-133.37,-0.877338,-23.1536,-1.28737,-0.0400444,-0.508409,-0.447149,-0.994592,-3.68559,-0.998106,-31.9111,-0.312053
484,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nn[nH]c1[*:2],nitro,azole_ring,2,12670181,9,449,azo:9;azole_ring:9;amino:9;azide:3,[*:2]N.[*:1]N=Nc1c(N=[N+]=[N-])nnn1O,1,-3.97111,-0.079166,-205.656,-1.35285,-26.6365,-1.48102,-0.0534556,-0.678677,-0.484114,-1.07681,-4.0329,-1.09216,-39.5228,-0.386485
2779,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],nitro,azide,2,21431,9,449,azo:9;azole_ring:9;nitro:5;nitramine:4,[*:1]C.[*:2]N=Nc1c(N=[N+]=[N-])nnn1O,1,99.4967,1.98351,-3.22293,-0.0212011,-12.4861,-0.694241,0.0780778,0.991284,-0.0876217,-0.194897,-1.1357,-0.307564,23.4601,0.229411
4176,[*:1]c1nc([*:2])n(O)n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,72324986,9,448,nitro:9;hydrazo:9;azole_ring:9;amino:9,[*:2]NNc1c(N=[N+]=[N-])nnn1[N+](=O)[O-].[*:1][N+](=O)[O-],1,122.893,2.44994,109.139,0.717942,0.6724,0.0373863,0.0792667,1.00638,0.0468966,0.104312,-0.0806276,-0.021835,110.857,1.08405
1369,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nn(O)nc1[*:2],nitro,azole_ring,2,42773565,9,447,azide:9;azoxy:9;azole_ring:9;nitro:5,[*:1]N=[N+]([O-])c1c(C)nnn1O.[*:2]N=[N+]=[N-],1,-10.8989,-0.217275,-20.7574,-0.136547,-10.8641,-0.604057,0.0023,0.029201,-0.213254,-0.47434,-1.97861,-0.535835,-100.954,-0.987212
253,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnc([*:2])n1N=[N+]=[N-],nitro,azide,2,1876,9,446,azo:9;azole_ring:9;nitro:5;hydroxyl:3,[*:2]C.[*:1]N=Nc1[nH]nnc1C,1,93.4522,1.86302,-18.5831,-0.122244,-12.7331,-0.707976,0.0515556,0.654555,-0.164972,-0.366946,-1.7309,-0.46875,-24.2146,-0.23679
253,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnc([*:2])n1N=[N+]=[N-],nitro,azide,2,25534041,9,446,azo:9;azole_ring:9;hydroxyl:9;nitro:5,[*:2]N=Nc1n[nH]nc1[N+](=O)[O-].[*:1]O,1,93.0556,1.85511,5.24934,0.0345312,-12.5377,-0.697111,0.0340444,0.432232,-0.240851,-0.535725,-2.45432,-0.664663,78.7085,0.769675
253,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnc([*:2])n1N=[N+]=[N-],nitro,azide,2,42830760,9,446,azoxy:9;nitro:9;azole_ring:9;nitramine:3,[*:2]N=[N+]([O-])c1c(N[N+](=O)[O-])nnn1N.[*:1][N+](=O)[O-],1,93.0544,1.85509,17.745,0.11673,-10.3583,-0.575934,0.0264444,0.335742,-0.226471,-0.503738,-2.39462,-0.648496,45.5521,0.445445
253,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnc([*:2])n1N=[N+]=[N-],nitro,azide,2,72670683,9,446,nitro:9;hydrazo:9;azole_ring:9;amino:9,[*:2]NNc1n[nH]nc1N=[N+]=[N-].[*:1][N+](=O)[O-],1,94.5833,1.88556,18.4901,0.121632,-11.3486,-0.630998,0.0346,0.439285,-0.226251,-0.50325,-2.34383,-0.634739,40.0041,0.391192
451,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nnc([*:2])n1[N+](=O)[O-],azole_ring,nitro,2,3143,9,446,azo:9;azole_ring:9;nitro:5;amino:2,[*:2]C.[*:1]N=Nc1[nH]nnc1N,1,38.9711,0.776908,426.546,2.80591,46.2083,2.56924,0.181544,2.30491,1.12224,2.49619,7.98569,2.16263,8.92144,0.0872411
1314,[*:1]c1nnc([*:2])n1[N+](=O)[O-],[*:1]c1nnn(O)c1[*:2],nitro,azole_ring,2,42770428,9,446,nitramine:9;azoxy:9;nitro:9;azole_ring:9,[*:1]N=[N+]([O-])c1c(C)nnn1N[N+](=O)[O-].[*:2]N[N+](=O)[O-],1,-24.4967,-0.488353,-54.1129,-0.355966,-9.30577,-0.517413,-0.0204556,-0.259706,-0.226395,-0.503569,-2.10753,-0.570748,42.1672,0.412345
1472,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,9884,9,446,azo:9;azole_ring:9;nitro:7;azide:5,[*:2]C.[*:1]N=Nc1c(C)nnn1C,1,100.39,2.00132,229.006,1.50645,12.7442,0.708592,0.102933,1.30685,0.30512,0.678678,1.94216,0.525963,-71.1822,-0.696077
1472,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,44129,9,446,azo:9;azole_ring:9;nitro:5;azide:5,[*:1]C.[*:2]N=Nc1n[nH]c([N+](=O)[O-])n1,1,100.812,2.00974,250.605,1.64853,13.2302,0.735616,0.0992333,1.25988,0.277584,0.61743,1.82384,0.493921,-33.0623,-0.32331
1472,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,1714900,9,446,azoxy:9;azole_ring:9;amino:3;nitro:3,[*:2]C.[*:1]N=[N+]([O-])c1[nH]nnc1N,1,100.348,2.00048,245.451,1.61463,13.6575,0.759377,0.107278,1.36201,0.318045,0.707427,2.10061,0.568873,-85.9306,-0.840299
1472,[*:1]c1nc([*:2])n(N)n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azole_ring,azide,2,2491665,9,446,hydrazo:9;azole_ring:9;amino:9;nitro:4,[*:1]C.[*:2]NNc1nc(N)n[nH]1,1,109.901,2.19093,320.591,2.10891,15.1394,0.84177,0.184878,2.34723,0.467053,1.03886,3.00459,0.813683,-14.3493,-0.140319
1591,[*:1]c1nc([N+](=O)[O-])nn1[*:2],[*:1]c1nnc(O)n1[*:2],nitro,azole_ring,2,12694257,9,445,azo:9;azole_ring:9;amino:9;azide:3,[*:1]N.[*:2]N=Nc1n[nH]c(O)n1,1,-32.7122,-0.652134,-192.373,-1.26547,-16.7753,-0.93273,-0.0827889,-1.0511,-0.408893,-0.909501,-3.14156,-0.850777,-9.17106,-0.0896819
1591,[*:1]c1nc([N+](=O)[O-])nn1[*:2],[*:1]c1nnc(O)n1[*:2],nitro,azole_ring,2,25333114,9,445,azide:9;azo:9;azole_ring:9;hydroxyl:5,[*:2]N=Nc1cn(C)nn1.[*:1]N=[N+]=[N-],1,-38.3067,-0.763662,-145.862,-0.959511,-12.7362,-0.708149,-0.0682,-0.865875,-0.313422,-0.697145,-2.51918,-0.682228,-8.19283,-0.0801161
3669,[*:1]c1nnc([*:2])[nH]1,[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,12703042,9,445,azo:9;azole_ring:9;amino:9;hydroxyl:3,[*:2]N.[*:1]N=Nc1nc(C)nn1[N+](=O)[O-],1,32.64,0.650694,76.126,0.500773,1.84587,0.102633,0.110756,1.40616,0.253684,0.564269,1.52569,0.413177,58.6184,0.573218
3669,[*:1]c1nnc([*:2])[nH]1,[*:1]c1nnn(N)c1[*:2],azole_ring,azole_ring,2,72538023,9,445,hydrazo:9;azole_ring:9;amino:9;hydroxyl:9,[*:2]NNc1cn(N[N+](=O)[O-])nn1.[*:1]O,1,43.73,0.871779,112.85,0.74235,0.482958,0.0268531,0.129322,1.64189,0.251709,0.559877,1.56263,0.42318,20.2772,0.198287
419,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1[N+](=O)[O-],azide,nitro,2,14218681,9,444,azoxy:9;azole_ring:9;amino:9;nitro:3,[*:1]N.[*:2]N=[N+]([O-])c1c(C)nnn1[N+](=O)[O-],1,-79.2778,-1.58044,55.6298,0.365944,12.1361,0.674782,-0.00872222,-0.110738,0.322286,0.71686,3.17296,0.85928,-26.4589,-0.258736
453,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnc([*:2])n1[N+](=O)[O-],nitro,nitro,2,42857929,9,444,nitramine:9;azoxy:9;nitro:9;azole_ring:9,[*:1]N=[N+]([O-])c1c(O)nnn1O.[*:2]N[N+](=O)[O-],1,10.6889,0.213088,34.3911,0.226232,0,0,0.0238778,0.303155,0.0558726,0.124277,0.466316,0.126285,-17.2894,-0.169069
606,[*:1]c1nc(N)nn1[*:2],[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,72396773,9,444,nitramine:9;nitro:9;hydrazo:9;azole_ring:9,[*:1]NNc1c(N[N+](=O)[O-])nnn1[N+](=O)[O-].[*:2]N[N+](=O)[O-],1,99.5333,1.98425,182.306,1.19925,8.487,0.471888,0.0819222,1.04009,0.234914,0.522519,1.78789,0.484186,8.87039,0.0867418
1378,[*:1]c1nn([*:2])nc1N=[N+]=[N-],[*:1]c1nn[nH]c1[*:2],azide,azole_ring,2,54936,9,444,azo:9;azole_ring:9;nitro:6;azide:4,[*:1]C.[*:2]N=Nc1nc(N)nn1C,1,-92.3078,-1.8402,-154.271,-1.01482,-15.5718,-0.86581,-0.0830222,-1.05406,-0.321552,-0.715228,-2.07313,-0.561431,40.1144,0.392271
1378,[*:1]c1nn([*:2])nc1N=[N+]=[N-],[*:1]c1nn[nH]c1[*:2],azide,azole_ring,2,42941115,9,444,azide:9;azoxy:9;azole_ring:9;nitramine:4,[*:1]N=[N+]([O-])c1nc(N=[N+]=[N-])nn1C.[*:2]N=[N+]=[N-],1,-105.682,-2.10683,-141.612,-0.931554,-9.95397,-0.553453,-0.0787333,-0.999607,-0.18847,-0.419213,-1.19593,-0.323873,35.0029,0.342286
1775,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])n1C,azole_ring,azole_ring,2,2442953,9,444,hydrazo:9;azole_ring:9;amino:9;hydroxyl:5,[*:2]C.[*:1]NNc1[nH]nnc1N,1,3.08444,0.0614899,-39.051,-0.256886,-14.5571,-0.809394,0.000311111,0.0039499,-0.291797,-0.649044,-2.17974,-0.590301,-8.79227,-0.0859778
1775,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])n1C,azole_ring,azole_ring,2,25299024,9,444,nitro:9;azo:9;azole_ring:9;nitramine:3,[*:1]N=Nc1c([N+](=O)[O-])nnn1N[N+](=O)[O-].[*:2][N+](=O)[O-],1,1.26222,0.025163,-40.3332,-0.265321,-15.4567,-0.859412,-0.00492222,-0.0624931,-0.397972,-0.885208,-3.54632,-0.96039,126.401,1.23605
1775,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nnc([*:2])n1C,azole_ring,azole_ring,2,72100096,9,444,nitramine:9;nitro:9;hydrazo:9;azole_ring:9,[*:2]NNc1[nH]nnc1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],1,2.12111,0.0422854,-38.4697,-0.253062,-13.6442,-0.758635,-0.00191111,-0.0242637,-0.333132,-0.740984,-3.02376,-0.818875,81.1914,0.793954
1635,[*:1]c1nc(N)nn1[*:2],[*:1]c1nn([*:2])nc1C,azole_ring,azole_ring,2,42744759,9,443,azide:9;azoxy:9;azole_ring:9;nitro:5,[*:1]N=[N+]([O-])c1[nH]nnc1N[N+](=O)[O-].[*:2]N=[N+]=[N-],1,2.10556,0.0419753,23.3258,0.153442,-14.8275,-0.824425,0.00457778,0.05812,-0.386143,-0.858896,-3.43015,-0.92893,-2.79401,-0.0273221
1635,[*:1]c1nc(N)nn1[*:2],[*:1]c1nn([*:2])nc1C,azole_ring,azole_ring,2,53619512,9,443,azide:9;azoxy:9;azole_ring:9;nitro:5,[*:1]N=[N+]=[N-].[*:2][N+]([O-])=Nc1nc(C)nn1[N+](=O)[O-],1,5.48778,0.109402,32.9246,0.216585,-13.8427,-0.769671,0.0121889,0.154751,-0.381658,-0.848921,-3.49469,-0.946409,-8.0339,-0.0785619
3609,[*:1]c1nnn([*:2])c1N=[N+]=[N-],[*:1]c1nnn([*:2])c1O,azide,azole_ring,2,2449496,9,443,hydrazo:9;azole_ring:9;amino:9;nitro:5,[*:2]C.[*:1]NNc1c(C)nnn1O,1,-120.17,-2.39565,-134.214,-0.882891,-5.19485,-0.28884,-0.118167,-1.50026,-0.204909,-0.455779,-0.954972,-0.258619,108.619,1.06216
580,[*:1]c1n[nH]nc1[*:2],[*:1]c1nnn(O)c1[*:2],azole_ring,azole_ring,2,25050942,9,442,azo:9;azole_ring:9;hydroxyl:9;azide:3,[*:2]N=Nc1c(N=[N+]=[N-])nnn1N.[*:1]O,1,3.39444,0.0676699,146.381,0.962928,10.6631,0.59288,0.0816111,1.03614,0.336068,0.747516,2.62558,0.711042,-15.9224,-0.155702
932,[*:1]c1ncn([*:2])n1,[*:1]c1nnn([*:2])c1O,azole_ring,azole_ring,2,1721312,9,442,azoxy:9;azole_ring:9;nitro:4;hydroxyl:4,[*:2]C.[*:1]N=[N+]([O-])c1c(O)nnn1N[N+](=O)[O-],1,-29.1189,-0.580499,17.7542,0.116791,11.9279,0.663205,-0.0113778,-0.144453,0.237877,0.52911,2.00911,0.544094,-3.7562,-0.0367311
13950342,[*:1]N=[N+]=[N-],[*:1][H],azide,other,2,188413905,8,5460,azole_ring:8;azo:3;hydrazo:2;amino:2,[*:1]c1cc(-n2cnnn2)n[nH]1,1,-80.5375,-1.60555,-176.699,-1.16236,-23.7757,-1.32196,-0.0831375,-1.05552,-0.491647,-1.09357,-3.45171,-0.93477,29.2611,0.286139
13950320,[*:1]N,[*:1]N=[N+]=[N-],amino,azide,2,198454558,8,5034,azole_ring:8;amino:5;nitro:3;hydrazo:3,[*:1]n1cc(N=[N+]=[N-])nc1-c1nnnn1[N+](=O)[O-],1,83.4613,1.66384,195.564,1.28646,14.2982,0.794999,0.07585,0.963,0.262512,0.583904,1.82651,0.494644,56.0599,0.548199
13950338,[*:1]N=[N+]([*:2])[O-],[*:1]NN[*:2],azoxy,hydrazo,2,186257962,8,4015,azole_ring:8;azide:4;amino:3;hydroxyl:3,[*:1]c1[nH]c(C)nc1N.[*:2]c1nnnn1O,1,-9.81375,-0.195642,-177.06,-1.16474,-15.8987,-0.883986,0.002025,0.0257096,-0.267919,-0.595933,-2.52964,-0.685061,-24.4088,-0.238688
