rule_id,frag_from,frag_to,chemotype_from,chemotype_to,radius,env_id,n_pairs_env,n_pairs_global,context_chemotypes,context_example,n_props_sign_flip_vs_global,mean_d_Hf,z_Hf,mean_d_Q,z_Q,mean_d_OBgood,z_OBgood,mean_d_Pe,z_Pe,mean_d_D,z_D,mean_d_P,z_P,mean_d_IS,z_IS
4084,[*:1]c1nc([*:2])n(N)n1,[*:2]c1nc([*:1])n(N=[N+]=[N-])n1,azole_ring,azide,2,42774285,6,454,azoxy:6;nitro:6;azole_ring:6;hydroxyl:2,[*:2]N=[N+]([O-])c1c(C)nnn1O.[*:1][N+](=O)[O-],0,89.3683,1.7816,123.894,0.815004,8.2019,0.456036,0.05165,0.655754,0.200401,0.445753,1.57493,0.426512,64.4237,0.629986
4084,[*:1]c1nc([*:2])n(N)n1,[*:2]c1nc([*:1])n(N=[N+]=[N-])n1,azole_ring,azide,2,42934727,6,454,azide:6;azoxy:6;azole_ring:6;nitro:4,[*:2]N=[N+]([O-])c1nc(N)nn1O.[*:1]N=[N+]=[N-],0,83.4933,1.66448,117.369,0.772075,8.57913,0.477011,0.0340833,0.432726,0.16053,0.357066,1.27201,0.344476,122.11,1.19409
4084,[*:1]c1nc([*:2])n(N)n1,[*:2]c1nc([*:1])n(N=[N+]=[N-])n1,azole_ring,azide,2,161898199,6,454,nitro:6;azole_ring:6;nitramine:3;azide:2,[*:1][N+](=O)[O-].[*:2]n1nc(N[N+](=O)[O-])nc1N=[N+]=[N-],0,89.7433,1.78908,141.484,0.930712,8.55606,0.475728,0.0623,0.790967,0.190535,0.423806,1.36063,0.368477,32.8493,0.321227
432,[*:1]c1nc([*:2])n(C)n1,[*:2]c1nc([*:1])n(N[N+](=O)[O-])n1,azole_ring,nitramine,2,1718604,6,453,azoxy:6;azole_ring:6;azide:2;nitramine:2,[*:1]C.[*:2]N=[N+]([O-])c1c(N=[N+]=[N-])nnn1C,0,40.795,0.813268,297.924,1.95981,39.8289,2.21454,0.124317,1.57834,0.96435,2.145,7.53245,2.03989,-92.5215,-0.90475
432,[*:1]c1nc([*:2])n(C)n1,[*:2]c1nc([*:1])n(N[N+](=O)[O-])n1,azole_ring,nitramine,2,1947596,6,453,azoxy:6;azole_ring:6;nitro:3;amino:2,[*:2]C.[*:1]N=[N+]([O-])n1c(N)nnc1[N+](=O)[O-],0,43.3717,0.864635,290.493,1.91092,39.2717,2.18355,0.132367,1.68054,0.950098,2.1133,7.47476,2.02427,-106.262,-1.03911
432,[*:1]c1nc([*:2])n(C)n1,[*:2]c1nc([*:1])n(N[N+](=O)[O-])n1,azole_ring,nitramine,2,14222875,6,453,azoxy:6;azole_ring:6;amino:6;nitro:3,[*:2]N.[*:1]N=[N+]([O-])c1c(O)nnn1O,0,43.24,0.862011,282.427,1.85787,38.4291,2.13671,0.158,2.00598,1.00479,2.23496,8.07976,2.18811,-157.212,-1.53735
432,[*:1]c1nc([*:2])n(C)n1,[*:2]c1nc([*:1])n(N[N+](=O)[O-])n1,azole_ring,nitramine,2,42963398,6,453,azoxy:6;nitro:6;azole_ring:6;hydroxyl:3,[*:1]N=[N+]([O-])c1nc(O)nn1N.[*:2][N+](=O)[O-],0,45.1867,0.900818,184.167,1.21149,29.3093,1.62963,0.13565,1.72223,0.909278,2.02251,8.09457,2.19212,-115.807,-1.13246
432,[*:1]c1nc([*:2])n(C)n1,[*:2]c1nc([*:1])n(N[N+](=O)[O-])n1,azole_ring,nitramine,2,72836770,6,453,nitramine:6;nitro:6;hydrazo:6;azole_ring:6,[*:2]NNc1nc(N)nn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],0,41.24,0.82214,188.939,1.24288,29.9099,1.66303,0.125667,1.59548,0.899524,2.00081,7.94089,2.1505,-54.5671,-0.533601
1375,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,24790996,6,453,nitro:6;azo:6;azole_ring:6;amino:2,[*:2]N=Nc1[nH]nnc1C.[*:1][N+](=O)[O-],0,106.037,2.11389,201.644,1.32646,25.3864,1.41152,0.106267,1.34917,0.715912,1.5924,5.80931,1.57324,-59.2859,-0.579745
1375,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,73238932,6,453,hydrazo:6;azole_ring:6;amino:6;hydroxyl:6,[*:2]NNc1nn(N)nc1O.[*:1]O,0,108.08,2.15463,313.714,2.06367,30.9974,1.72349,0.1644,2.08724,0.822439,1.82935,5.89209,1.59566,-139.694,-1.36604
1375,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nn([*:2])nc1N=[N+]=[N-],azole_ring,azide,2,121628350,6,453,azoxy:6;azole_ring:6;hydroxyl:6;nitro:4,[*:1]O.[*:2][N+]([O-])=Nc1c([N+](=O)[O-])nnn1N=[N+]=[N-],0,110.315,2.19918,216.481,1.42405,24.5985,1.36771,0.129417,1.64309,0.754795,1.67889,6.21169,1.68221,-55.4435,-0.542171
3336,[*:1]c1nn([N+](=O)[O-])nc1[*:2],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,1718932,6,453,azoxy:6;azole_ring:6;nitro:4;nitramine:3,[*:2]C.[*:1]N=[N+]([O-])c1c(N=[N+]=[N-])nnn1N,0,-27.4267,-0.546764,-290.415,-1.91041,-38.2197,-2.12507,-0.1046,-1.32801,-0.862938,-1.91943,-6.77718,-1.83535,96.8275,0.946857
3336,[*:1]c1nn([N+](=O)[O-])nc1[*:2],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,14216348,6,453,azoxy:6;azole_ring:6;amino:6;hydroxyl:2,[*:2]N.[*:1]N=[N+]([O-])c1[nH]nnc1C,0,-23.66,-0.471674,-349.395,-2.2984,-43.1709,-2.40036,-0.117533,-1.49222,-0.968907,-2.15514,-7.94618,-2.15193,103.995,1.01695
3336,[*:1]c1nn([N+](=O)[O-])nc1[*:2],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,17509535,6,453,azoxy:6;azole_ring:6;amino:6;nitro:3,[*:1]N.[*:2][N+]([O-])=Nc1nc(C)n(C)n1,0,-23.8267,-0.474996,-279.376,-1.8378,-39.3158,-2.18601,-0.120583,-1.53094,-1.02084,-2.27064,-8.49099,-2.29947,92.1234,0.900856
3336,[*:1]c1nn([N+](=O)[O-])nc1[*:2],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,24852227,6,453,azide:6;azo:6;azole_ring:6;nitro:2,[*:2]N=Nc1[nH]nnc1[N+](=O)[O-].[*:1]N=[N+]=[N-],0,-30.8267,-0.614545,-321.414,-2.11433,-39.8603,-2.21629,-0.0978,-1.24168,-0.932738,-2.07469,-7.76576,-2.10307,112.356,1.09871
3336,[*:1]c1nn([N+](=O)[O-])nc1[*:2],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,42848397,6,453,nitramine:6;azoxy:6;nitro:6;azole_ring:6,[*:2]N=[N+]([O-])c1c(O)nnn1N.[*:1]N[N+](=O)[O-],0,-28.6233,-0.57062,-197.38,-1.29841,-32.4287,-1.80308,-0.109633,-1.39192,-0.949247,-2.11141,-8.47297,-2.29459,156.485,1.53024
3336,[*:1]c1nn([N+](=O)[O-])nc1[*:2],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,42996846,6,453,azide:6;azoxy:6;azole_ring:6;nitro:3,[*:1]N=[N+]([O-])c1nn(N[N+](=O)[O-])nc1C.[*:2]N=[N+]=[N-],0,-27.48,-0.547827,-229.56,-1.51009,-34.5184,-1.91927,-0.0905167,-1.14921,-0.844716,-1.8789,-7.14741,-1.93561,113.222,1.10718
350,[*:1]c1nn([*:2])nc1[N+](=O)[O-],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,5066665,6,452,azoxy:6;azole_ring:6;hydroxyl:3;nitramine:2,[*:1]C.[*:2][N+]([O-])=Nc1c(O)nnn1N=[N+]=[N-],0,-29.8383,-0.594842,-337.404,-2.21952,-42.6047,-2.36887,-0.11415,-1.44926,-0.950295,-2.11374,-7.34198,-1.98831,38.5903,0.377367
350,[*:1]c1nn([*:2])nc1[N+](=O)[O-],[*:1]c1nnn(C)c1[*:2],nitro,azole_ring,2,14226041,6,452,azoxy:6;azole_ring:6;amino:6;hydroxyl:3,[*:2]N.[*:1]N=[N+]([O-])c1n[nH]nc1N,0,-34.275,-0.683289,-319.419,-2.1012,-38.7274,-2.15329,-0.128967,-1.63737,-0.97391,-2.16627,-8.29498,-2.24639,165.822,1.62155
1172,[*:1]c1nc(O)n([*:2])n1,[*:1]c1nnn([*:2])c1N,azole_ring,azole_ring,2,17505300,6,452,azoxy:6;azole_ring:6;amino:6;hydroxyl:3,[*:1]N.[*:2][N+]([O-])=Nc1n[nH]c(N[N+](=O)[O-])n1,0,64.6867,1.28956,69.7183,0.458622,-9.54966,-0.530974,0.11605,1.47338,0.0378579,0.0842073,-0.22389,-0.0606325,128.42,1.25579
1807,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn(N[N+](=O)[O-])nc1[*:2],azole_ring,nitramine,2,24882254,6,452,nitro:6;azo:6;azole_ring:6;amino:2,[*:2]N=Nc1c(C)nnn1N.[*:1][N+](=O)[O-],0,54.3333,1.08316,221.419,1.45654,19.7812,1.09986,0.1518,1.92727,0.586285,1.30407,4.54894,1.23191,-96.7507,-0.946106
1807,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn(N[N+](=O)[O-])nc1[*:2],azole_ring,nitramine,2,26236582,6,452,nitramine:6;nitro:6;azo:6;azole_ring:6,[*:2]N=Nc1nn(O)nc1C.[*:1]N[N+](=O)[O-],0,52.5167,1.04695,206.949,1.36135,17.6455,0.981111,0.145317,1.84496,0.567094,1.26139,4.63332,1.25477,-5.54388,-0.0542125
1807,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn(N[N+](=O)[O-])nc1[*:2],azole_ring,nitramine,2,42863279,6,452,nitramine:6;azoxy:6;nitro:6;azole_ring:6,[*:2]N=[N+]([O-])c1c([N+](=O)[O-])nnn1C.[*:1]N[N+](=O)[O-],0,54.4817,1.08612,169.154,1.11273,14.2917,0.794639,0.131417,1.66848,0.480818,1.06948,4.03892,1.09379,-59.6297,-0.583107
1807,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn(N[N+](=O)[O-])nc1[*:2],azole_ring,nitramine,2,42926696,6,452,azoxy:6;nitro:6;azole_ring:6;amino:3,[*:1]N=[N+]([O-])c1nc(N)n[nH]1.[*:2][N+](=O)[O-],0,52.01,1.03684,188.393,1.23929,17.6365,0.98061,0.147483,1.87246,0.559178,1.24378,4.58632,1.24204,-58.6875,-0.573893
1807,[*:1]c1n[nH]c([*:2])n1,[*:1]c1nn(N[N+](=O)[O-])nc1[*:2],azole_ring,nitramine,2,73055592,6,452,hydrazo:6;azole_ring:6;amino:6;hydroxyl:6,[*:2]NNc1nc(O)nn1C.[*:1]O,0,54.0767,1.07804,368.85,2.42637,27.583,1.53365,0.222683,2.82721,0.80493,1.7904,5.74005,1.55448,-75.4329,-0.737644
3768,[*:1]c1nc(O)nn1[*:2],[*:1]c1nnc(N)n1[*:2],azole_ring,azole_ring,2,72547554,6,452,nitramine:6;nitro:6;hydrazo:6;azole_ring:6,[*:1]NNc1cn([N+](=O)[O-])nn1.[*:2]N[N+](=O)[O-],0,47.1483,0.939925,-14.2616,-0.0938157,-8.53184,-0.474381,0.06525,0.828421,-0.014617,-0.0325125,-0.50921,-0.137901,76.0785,0.743956
2464,[*:1]c1n[nH]nc1[*:2],[*:1]c1nc([*:2])n(C)n1,azole_ring,azole_ring,2,42741699,6,451,azoxy:6;nitro:6;azole_ring:6;hydroxyl:4,[*:2]N=[N+]([O-])c1[nH]nnc1N=[N+]=[N-].[*:1][N+](=O)[O-],0,-18.99,-0.378575,-103.62,-0.681635,-15.4964,-0.86162,-0.0633333,-0.804087,-0.552841,-1.22968,-4.81324,-1.30349,176.368,1.72466
2464,[*:1]c1n[nH]nc1[*:2],[*:1]c1nc([*:2])n(C)n1,azole_ring,azole_ring,2,72386654,6,451,nitro:6;hydrazo:6;azole_ring:6;amino:6,[*:1]NNc1c(N[N+](=O)[O-])nnn1O.[*:2][N+](=O)[O-],0,-16.7067,-0.333056,-115.146,-0.757452,-15.8287,-0.880098,-0.0587167,-0.745473,-0.540212,-1.20159,-4.73102,-1.28122,135.466,1.32469
2464,[*:1]c1n[nH]nc1[*:2],[*:1]c1nc([*:2])n(C)n1,azole_ring,azole_ring,2,103257282,6,451,nitramine:6;nitro:6;azole_ring:6;hydroxyl:3,[*:2]N[N+](=O)[O-].[*:1]n1nc(N=[N+]=[N-])nc1C,0,-22.7483,-0.453499,-129.629,-0.852728,-16.0168,-0.890557,-0.07145,-0.907137,-0.542257,-1.20614,-4.45576,-1.20668,162.061,1.58476
2464,[*:1]c1n[nH]nc1[*:2],[*:1]c1nc([*:2])n(C)n1,azole_ring,azole_ring,2,103338248,6,451,nitramine:6;nitro:6;azole_ring:6;amino:2,[*:1]N[N+](=O)[O-].[*:2]n1nc(N[N+](=O)[O-])nc1C,0,-18.835,-0.375485,-109.161,-0.718085,-15.5767,-0.866086,-0.0642667,-0.815936,-0.572766,-1.274,-4.81348,-1.30356,115.457,1.12903
3028,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,14224227,6,451,azoxy:6;azole_ring:6;amino:6;nitro:4,[*:2]N.[*:1]N=[N+]([O-])c1cnn(N)n1,0,-70.515,-1.40575,-89.3533,-0.587785,-9.3601,-0.520433,-0.00643333,-0.0816783,-0.0867213,-0.192894,-0.674442,-0.182648,-37.8447,-0.370076
3028,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,17497150,6,451,azoxy:6;azole_ring:6;amino:6;nitramine:2,[*:1]N.[*:2][N+]([O-])=Nc1c[nH]nn1,0,-74.335,-1.4819,-143.004,-0.940714,-11.7577,-0.653741,-0.03105,-0.394214,-0.143173,-0.31846,-1.05469,-0.285624,-26.4984,-0.259122
3028,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,42869563,6,451,nitramine:6;azoxy:6;nitro:6;azole_ring:6,[*:2]N=[N+]([O-])c1c([N+](=O)[O-])nnn1N=[N+]=[N-].[*:1]N[N+],0,-70.3767,-1.40299,-57.9607,-0.381278,-8.09698,-0.450203,-0.00255,-0.0323751,-0.117227,-0.260749,-1.00463,-0.272068,-56.3427,-0.550964
3028,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N)c1[*:2],azide,azole_ring,2,89214362,6,451,nitramine:6;azoxy:6;nitro:6;azole_ring:6,[*:1]N[N+](=O)[O-].[*:2][N+]([O-])=Nc1nc(N)n(O)n1,0,-72.53,-1.44592,-63.3318,-0.41661,-7.28456,-0.405031,-0.00951667,-0.120825,-0.0763033,-0.169721,-0.546219,-0.147923,-62.9762,-0.615832
4025,[*:1]c1nn([*:2])nc1[N+](=O)[O-],[*:1]c1nnc(N=[N+]=[N-])n1[*:2],nitro,azide,2,42750368,6,451,azide:6;azoxy:6;azole_ring:6;nitro:3,[*:1]N=[N+]([O-])c1[nH]nnc1[N+](=O)[O-].[*:2]N=[N+]=[N-],0,68.68,1.36917,-76.2566,-0.501632,-11.1673,-0.620914,-0.01895,-0.240591,-0.291894,-0.64926,-2.80474,-0.759561,37.7934,0.369574
4025,[*:1]c1nn([*:2])nc1[N+](=O)[O-],[*:1]c1nnc(N=[N+]=[N-])n1[*:2],nitro,azide,2,45691705,6,451,nitramine:6;azoxy:6;nitro:6;azole_ring:6,[*:1]N=[N+]([O-])n1nc(O)nc1N=[N+]=[N-].[*:2]N[N+](=O)[O-],0,66.685,1.3294,-68.0256,-0.447487,-10.3073,-0.573099,-0.0294,-0.373266,-0.296279,-0.659013,-2.75199,-0.745276,77.2904,0.755808
935,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azide,azide,2,14220917,6,450,azoxy:6;azole_ring:6;amino:6;azide:3,[*:2]N.[*:1]N=[N+]([O-])c1c(N=[N+]=[N-])nnn1N=[N+]=[N-],0,14.7033,0.293118,50.6146,0.332954,0,0,0.0383333,0.486684,0.0720541,0.16027,0.52591,0.142423,-14.4419,-0.141225
935,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azide,azide,2,45251142,6,450,azoxy:6;azole_ring:6;hydroxyl:6;nitro:4,[*:2]N=[N+]([O-])n1cnnc1[N+](=O)[O-].[*:1]O,0,18.9817,0.378409,63.7009,0.419038,0,0,0.0441667,0.560745,0.0543768,0.12095,0.303305,0.0821392,-15.6801,-0.153332
935,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],azide,azide,2,53630562,6,450,azide:6;azoxy:6;azole_ring:6;nitro:4,[*:1]N=[N+]=[N-].[*:2][N+]([O-])=Nc1nc([N+](=O)[O-])nn1N[N+],0,19.2233,0.383227,57.9923,0.381486,0,0,0.0398,0.505305,0.0560856,0.124751,0.350315,0.0948701,-59.8137,-0.584906
1902,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,1717555,6,450,azoxy:6;azole_ring:6;nitro:4;hydroxyl:3,[*:2]C.[*:1]N=[N+]([O-])c1c(N)nnn1C,0,42.38,0.844866,310.15,2.04023,37.3712,2.07789,0.152833,1.94039,1.01176,2.25046,7.98254,2.16178,-139.689,-1.36599
1902,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,25049756,6,450,azide:6;azo:6;azole_ring:6;hydroxyl:3,[*:1]N=Nc1c(N=[N+]=[N-])nnn1N.[*:2]N=[N+]=[N-],0,45.9617,0.916268,382.772,2.51796,38.9056,2.1632,0.145033,1.84136,0.989355,2.20062,8.04118,2.17766,-25.6591,-0.250915
1902,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn([N+](=O)[O-])nc1[*:2],azole_ring,nitro,2,72658080,6,450,nitro:6;hydrazo:6;azole_ring:6;amino:6,[*:2]NNc1n[nH]c([N+](=O)[O-])n1.[*:1][N+](=O)[O-],0,46.1333,0.919691,279.173,1.83646,34.0715,1.89442,0.16565,2.10311,1.06615,2.37144,9.23771,2.5017,-41.2842,-0.40371
4155,[*:1]c1nc(C)n([*:2])n1,[*:1]c1nn([*:2])nc1N,azole_ring,azole_ring,2,125100992,6,450,azoxy:6;nitro:6;azole_ring:6;nitramine:2,[*:1][N+](=O)[O-].[*:2][N+]([O-])=Nc1c(C)nnn1N[N+](=O)[O-],0,19.1183,0.381133,47.3313,0.311356,14.4797,0.805088,0.0548833,0.696805,0.527648,1.17365,4.74824,1.28589,-53.3174,-0.52138
484,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nn[nH]c1[*:2],nitro,azole_ring,2,25584233,6,449,nitro:6;azo:6;azole_ring:6;azide:1,[*:1]N=Nc1nc(C)n([N+](=O)[O-])n1.[*:2][N+](=O)[O-],0,-17.5767,-0.350399,-134.961,-0.8878,-19.8867,-1.10573,-0.0624833,-0.793295,-0.450668,-1.00242,-3.88346,-1.05169,25.8763,0.253039
2779,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],nitro,azide,2,42801916,6,449,azoxy:6;azole_ring:6;hydroxyl:6;nitro:5,[*:2]N=[N+]([O-])c1c(N)nnn1[N+](=O)[O-].[*:1]O,0,104.017,2.07362,42.2929,0.278212,-10.7501,-0.597718,0.0571,0.724948,-0.167901,-0.373462,-1.94291,-0.526165,40.7155,0.398149
2779,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],nitro,azide,2,45054723,6,449,nitramine:6;azoxy:6;nitro:6;azole_ring:6,[*:2]N=[N+]([O-])n1c(N)nnc1N.[*:1]N[N+](=O)[O-],0,99.1583,1.97677,46.248,0.304229,-9.42253,-0.523905,0.0461833,0.586349,-0.23693,-0.527004,-2.64416,-0.716075,80.266,0.784905
2779,[*:1]c1nc([*:2])n([N+](=O)[O-])n1,[*:1]c1nnn(N=[N+]=[N-])c1[*:2],nitro,azide,2,53620456,6,449,azide:6;azoxy:6;azole_ring:6;nitramine:2,[*:1]N=[N+]=[N-].[*:2][N+]([O-])=Nc1nc(N)n(N=[N+]=[N-])n1,0,100.065,1.99484,39.6193,0.260624,-10.7046,-0.59519,0.0412667,0.523926,-0.158646,-0.352875,-1.66934,-0.452079,94.2905,0.922049
3964,[*:1]c1nc([*:2])n(N)n1,[*:2]c1nnn(N)c1[*:1],azole_ring,azole_ring,2,14928364,6,449,hydrazo:6;azole_ring:6;amino:6;hydroxyl:2,[*:1]N.[*:2]NNc1c(O)nnn1N,0,21.6517,0.431637,92.5779,0.608997,0,0,0.0916833,1.16402,0.195979,0.435915,1.20845,0.327263,-33.8888,-0.331392
3964,[*:1]c1nc([*:2])n(N)n1,[*:2]c1nnn(N)c1[*:1],azole_ring,azole_ring,2,42733241,6,449,azoxy:6;azole_ring:6;hydroxyl:6;azide:1,[*:2]N=[N+]([O-])c1[nH]nnc1C.[*:1]O,0,17.49,0.348672,72.6307,0.47778,0,0,0.0554167,0.703576,0.170893,0.380117,1.31279,0.355521,-30.3267,-0.296559
477,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,12664820,6,448,azo:6;azole_ring:6;amino:6;hydroxyl:3,[*:1]N.[*:2]N=Nc1c(N)nnn1N=[N+]=[N-],0,20.7717,0.414093,146.227,0.961909,15.7637,0.876479,0.0828,1.05124,0.554867,1.23419,4.34419,1.17646,-132.774,-1.29837
477,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,14225409,6,448,azoxy:6;azole_ring:6;amino:6;nitro:3,[*:2]N.[*:1]N=[N+]([O-])c1cnnn1N[N+](=O)[O-],0,20.26,0.403893,128.448,0.844959,14.7557,0.820435,0.0669667,0.850216,0.520241,1.15717,4.47099,1.2108,-177.749,-1.73818
477,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,25798825,6,448,azo:6;azole_ring:6;hydroxyl:6;azide:2,[*:1]N=Nc1nc(N=[N+]=[N-])nn1N=[N+]=[N-].[*:2]O,0,21.8083,0.43476,156.569,1.02995,16.7367,0.93058,0.07105,0.902058,0.555771,1.2362,4.44602,1.20404,-75.5481,-0.73877
477,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,42979240,6,448,azoxy:6;nitro:6;azole_ring:6;hydroxyl:3,[*:1]N=[N+]([O-])c1ncn(O)n1.[*:2][N+](=O)[O-],0,22.3183,0.444927,118.704,0.780857,15.5157,0.862692,0.07075,0.89825,0.568683,1.26492,5.15183,1.39519,-217.95,-2.13129
477,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,50100331,6,448,azide:6;hydrazo:6;azole_ring:6;amino:6,[*:2]N=[N+]=[N-].[*:1]NNc1[nH]nnc1[N+](=O)[O-],0,29.7433,0.592948,190.516,1.25326,15.7706,0.876867,0.100083,1.27067,0.527466,1.17324,4.20415,1.13854,-154.424,-1.51008
477,[*:1]c1nc([*:2])n(C)n1,[*:1]c1nn[nH]c1[*:2],azole_ring,azole_ring,2,121639381,6,448,azoxy:6;azole_ring:6;hydroxyl:6;azide:3,[*:1]O.[*:2][N+]([O-])=Nc1nc(N[N+](=O)[O-])nn1O,0,21.4083,0.426786,130.869,0.860886,15.5955,0.867131,0.06565,0.833499,0.524186,1.16595,4.36738,1.18274,-13.9014,-0.135939
844,[*:1]c1c(O)nnn1[*:2],[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,63453,6,448,azo:6;azole_ring:6;nitro:3;nitramine:2,[*:1]C.[*:2]N=Nc1nc(N[N+](=O)[O-])n[nH]1,0,15.3033,0.305079,-156.172,-1.02733,-28.0802,-1.5613,-0.0394333,-0.50065,-0.580012,-1.29012,-4.32301,-1.17073,9.21872,0.090148
844,[*:1]c1c(O)nnn1[*:2],[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,6090415,6,448,azole_ring:6;amino:2;hydroxyl:2;nitro:2,[*:1]C.[*:2]c1nc(C)nn1N,0,18.1383,0.361597,-162.694,-1.07024,-32.0529,-1.78218,-0.0724167,-0.91941,-0.718106,-1.59728,-4.57434,-1.23879,7.04095,0.0688521
844,[*:1]c1c(O)nnn1[*:2],[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,50130911,6,448,azide:6;hydrazo:6;azole_ring:6;amino:6,[*:2]N=[N+]=[N-].[*:1]NNc1n[nH]nc1C,0,14.005,0.279197,-114.125,-0.75074,-23.0026,-1.27897,-0.0230333,-0.292434,-0.560374,-1.24644,-5.05807,-1.36979,102.421,1.00156
844,[*:1]c1c(O)nnn1[*:2],[*:1]c1nnc(C)n1[*:2],azole_ring,azole_ring,2,125172277,6,448,azoxy:6;nitro:6;azole_ring:6;nitramine:2,[*:2][N+](=O)[O-].[*:1][N+]([O-])=Nc1nc(N)n(N[N+](=O)[O-])n1,0,13.67,0.272518,-68.5013,-0.450616,-22.6565,-1.25973,-0.0398667,-0.506151,-0.652058,-1.45037,-6.13729,-1.66206,134.547,1.31571
884,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1C,azide,azole_ring,2,25807788,6,448,nitramine:6;nitro:6;azo:6;azole_ring:6,[*:2]N=Nc1nc(N=[N+]=[N-])nn1N[N+](=O)[O-].[*:1]N[N+](=O)[O-],0,-110.04,-2.1937,-179.386,-1.18004,-21.6777,-1.20531,-0.110883,-1.40779,-0.661702,-1.47182,-5.62161,-1.52241,92.2618,0.90221
884,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1C,azide,azole_ring,2,42765064,6,448,nitramine:6;azoxy:6;nitro:6;azole_ring:6,[*:2]N=[N+]([O-])c1c(C)nnn1N=[N+]=[N-].[*:1]N[N+](=O)[O-],0,-110.865,-2.21015,-175.837,-1.15669,-20.982,-1.16662,-0.109333,-1.38811,-0.619934,-1.37892,-5.14738,-1.39398,68.3091,0.667981
884,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1C,azide,azole_ring,2,42766073,6,448,azoxy:6;nitro:6;azole_ring:6;azide:3,[*:2]N=[N+]([O-])c1c(C)nnn1N=[N+]=[N-].[*:1][N+](=O)[O-],0,-106.685,-2.12682,-153.57,-1.01021,-21.1961,-1.17853,-0.09665,-1.22708,-0.618974,-1.37678,-5.33516,-1.44483,15.891,0.155395
884,[*:1]c1nc([*:2])n(N=[N+]=[N-])n1,[*:1]c1nnc([*:2])n1C,azide,azole_ring,2,42780791,6,448,azide:6;azoxy:6;azole_ring:6;nitro:4,[*:1]N=[N+]([O-])c1c(N)nnn1C.[*:2]N=[N+]=[N-],0,-105,-2.09323,-189.42,-1.24605,-23.5044,-1.30688,-0.0948167,-1.2038,-0.588394,-1.30876,-4.78429,-1.29565,6.30677,0.0616726
