fragment,chemotype,layer,n_attach,frag_heavy,n_total_pairs,n_contexts,A_Hf,s_Hf,n_Hf,fpos_Hf,t_Hf,A_Q,s_Q,n_Q,fpos_Q,t_Q,A_OBgood,s_OBgood,n_OBgood,fpos_OBgood,t_OBgood,A_Pe,s_Pe,n_Pe,fpos_Pe,t_Pe,A_D,s_D,n_D,fpos_D,t_D,A_P,s_P,n_P,fpos_P,t_P,A_IS,s_IS,n_IS,fpos_IS,t_IS
[*:2]c1cnn([*:1])n1,azole_ring,linker,2,5,2506,1693,-11.0937,34.3512,2506,0.397047,-16.1668,-31.7898,101.371,2506,0.426576,-15.6987,-6.96106,13.0677,2506,0.20431,-26.6665,-0.0139538,0.0515531,2506,0.409018,-13.5497,-0.18074,0.311179,2506,0.230646,-29.076,-1.59305,2.61841,2506,0.224661,-30.4566,13.8676,89.8961,2506,0.580607,7.72236
[*:1]Nc1c([*:2])nnn1C,azole_ring,linker,2,7,2430,661,-24.1511,36.3978,2430,0.260082,-32.7088,-105.002,109.07,2430,0.157202,-47.4566,-18.2285,11.5578,2430,0,-77.7463,-0.0536153,0.0630842,2430,0.202881,-41.8959,-0.480507,0.32008,2430,0.138272,-74.0022,-4.03407,2.65658,2430,0.14321,-74.8555,51.2255,99.6936,2430,0.728395,25.3292
[*:1]Nn1c([*:2])nnc1N=[N+]=[N-],azide,linker,2,9,2415,656,76.4569,36.175,2415,0.8853,103.865,79.6452,107.188,2415,0.725052,36.5152,7.4622,11.1155,2415,0.695238,32.991,0.0381351,0.0579646,2415,0.69441,32.3311,0.180703,0.304539,2415,0.715942,29.1596,1.35947,2.53106,2415,0.7147,26.3952,30.3845,87.0509,2415,0.679503,17.1529
[*:1]Nc1nnn(N)c1[*:2],azole_ring,linker,2,7,2342,650,8.61275,36.4474,2342,0.757472,11.4359,-18.8244,99.2605,2342,0.415457,-9.17779,-3.59258,12.5951,2342,0.300598,-13.8038,0.0329071,0.0561248,2342,0.733134,28.3745,0.0688998,0.327427,2342,0.515371,10.1835,0.448232,2.73756,2342,0.492741,7.9238,2.66286,91.8758,2342,0.554227,1.40262
[*:1]Nn1nc([*:2])nc1O,azole_ring,linker,2,7,2259,675,-49.9177,33.0699,2259,0,-71.743,-63.9559,95.7093,2259,0.270474,-31.7603,6.73871,10.6255,2259,0.601594,30.1429,-0.0723557,0.0540226,2259,0.125277,-63.6583,0.00275978,0.287371,2259,0.451527,0.456446,0.33412,2.43692,2259,0.499336,6.51659,-38.5357,86.4442,2259,0.320496,-21.1878
[*:1]Nc1nn(N)nc1[*:2],azole_ring,linker,2,7,2204,669,10.6738,39.7825,2204,0.806715,12.5961,-2.98902,93.0183,2204,0.512704,-1.50857,-1.6558,9.92317,2204,0.275408,-7.83362,0.0385805,0.0548822,2204,0.759528,33.0022,0.0763482,0.27064,2204,0.569419,13.2438,0.457648,2.22006,2204,0.543557,9.67768,0.965832,85.2673,2204,0.517241,0.531771
[*:1]Nc1nc([*:2])n(O)n1,azole_ring,linker,2,7,2186,649,-31.3127,28.6908,2186,0.0782251,-51.0274,7.72089,99.1291,2186,0.575023,3.64159,5.74776,12.0559,2186,0.603385,22.2906,-0.0166119,0.0456039,2186,0.376487,-17.0311,0.100385,0.302469,2186,0.639982,15.5172,0.983885,2.61181,2186,0.659652,17.6128,-23.3307,88.4219,2186,0.379689,-12.3365
[*:1]Nn1nnc(O)c1[*:2],azole_ring,linker,2,7,2183,657,-34.6563,41.3696,2183,0.147503,-39.1406,21.9881,113.438,2183,0.569858,9.05639,7.20726,12.8148,2183,0.589556,26.2775,-0.00524352,0.0570799,2183,0.453504,-4.29206,0.148223,0.338421,2183,0.595511,20.4638,1.33506,2.83935,2183,0.622996,21.9688,-37.6249,94.2649,2183,0.313788,-18.6488
[*:1]Nn1c([*:2])nnc1N,azole_ring,linker,2,7,2173,673,9.62009,31.7674,2173,0.675564,14.1165,-70.7066,101.749,2173,0.276116,-32.3938,-6.99482,10.797,2173,0.16613,-30.1998,0.00293787,0.0548027,2173,0.488725,2.49897,-0.0649925,0.276437,2173,0.352968,-10.9597,-0.640462,2.33676,2173,0.349287,-12.7764,46.1113,101.932,2173,0.700874,21.0875
[*:1]Nc1nc([*:2])nn1N,azole_ring,linker,2,7,2144,658,-0.669299,27.6145,2144,0.595149,-1.12226,-60.1349,100.739,2144,0.325093,-27.6401,0.307709,11.4769,2144,0.39459,1.24144,-0.013796,0.0592008,2144,0.413246,-10.7904,0.0434726,0.322606,2144,0.483209,6.23958,0.402834,2.66553,2144,0.497201,6.99771,4.89402,87.5484,2144,0.54291,2.58839
[*:1]Nn1c([*:2])nnc1C,azole_ring,linker,2,7,2128,655,-4.03477,32.6278,2128,0.475094,-5.70448,-73.9054,77.596,2128,0.140038,-43.9362,-18.147,9.72717,2128,0,-86.0605,-0.0240617,0.0475704,2128,0.263158,-23.3333,-0.42834,0.237568,2128,0.0958647,-83.1737,-3.68589,2.0735,2128,0.103383,-82.002,65.5673,108.439,2128,0.756579,27.8925
[*:2]c1cn([*:1])nn1,azole_ring,linker,2,5,2110,1485,-9.77318,36.2188,2110,0.432701,-12.3949,-25.8664,108.694,2110,0.440284,-10.9313,-8.28407,13.6847,2110,0.225118,-27.8067,-0.00629754,0.0530915,2110,0.450711,-5.44863,-0.183341,0.323354,2110,0.213744,-26.0449,-1.64564,2.71484,2110,0.203318,-27.844,21.8229,91.5947,2110,0.612322,10.9442
[*:1]Nc1c([*:2])nnn1N,azole_ring,linker,2,7,2110,664,9.7757,34.1205,2110,0.808057,13.1605,-0.77215,96.442,2110,0.538863,-0.36777,-1.68449,10.9411,2110,0.297156,-7.07211,0.0367606,0.0559833,2110,0.740284,30.1624,0.0995083,0.303107,2110,0.624171,15.0801,0.707017,2.51926,2110,0.60237,12.8914,0.705862,95.6549,2110,0.529858,0.338964
[*:1]Nc1nnn(O)c1[*:2],azole_ring,linker,2,7,2106,658,1.89983,29.217,2106,0.631054,2.98407,105.722,111.437,2106,0.84188,43.5378,7.2177,10.9904,2106,0.606838,30.1381,0.0613048,0.060905,2106,0.838557,46.1924,0.288228,0.31152,2106,0.852802,42.4601,2.35707,2.59034,2106,0.845679,41.7584,-22.8454,89.0427,2106,0.421652,-11.7741
[*:1]Nc1nnc([*:2])[nH]1,azole_ring,linker,2,6,2105,658,-31.3759,31.1904,2105,0.103088,-46.1532,-81.6831,88.5093,2105,0.181473,-42.3418,0.833094,11.2108,2105,0.409501,3.40944,-0.0715493,0.0509266,2105,0.0831354,-64.4594,-0.0337199,0.301532,2105,0.390974,-5.13071,0.0665598,2.54819,2105,0.449406,1.19841,15.407,91.1715,2105,0.577672,7.75328
[*:1]Nn1nc([*:2])c(O)n1,azole_ring,linker,2,7,2094,645,-23.0954,28.837,2094,0.168577,-36.6491,42.1115,87.2408,2094,0.702006,22.0886,9.98687,9.86243,2094,0.711079,46.3377,-0.00120177,0.0547489,2094,0.495702,-1.00446,0.186144,0.270441,2094,0.763133,31.4967,1.64864,2.25117,2094,0.759312,33.5124,-48.9575,90.1343,2094,0.274117,-24.8553
[*:1]Nn1nc([*:2])nc1N,azole_ring,linker,2,7,2074,665,-14.025,40.1273,2074,0.478303,-15.9173,-105.051,119.544,2074,0.224687,-40.0202,-3.11097,13.4442,2074,0.304243,-10.5382,-0.037862,0.0663296,2074,0.27001,-25.9956,-0.0652854,0.375807,2074,0.307136,-7.91145,-0.466128,3.09623,2074,0.311475,-6.85608,-3.62378,96.1821,2074,0.505786,-1.71582
[*:1]Nc1nnn(C)c1[*:2],azole_ring,linker,2,7,1997,642,-19.5577,32.0167,1997,0.314472,-27.2979,-101.035,87.6835,1997,0.118177,-51.4924,-15.0308,10.9131,1997,0,-61.5495,-0.0541808,0.0481106,1997,0.121182,-50.3261,-0.419398,0.288587,1997,0.117176,-64.9438,-3.45712,2.45474,1997,0.140711,-62.9359,52.7341,108.661,1997,0.707061,21.6874
[*:1]Nc1[nH]nnc1[*:2],azole_ring,linker,2,6,1969,642,-24.9057,45.27,1969,0.394109,-24.4124,-48.8938,93.9118,1969,0.315896,-23.1024,-3.52391,10.0367,1969,0.216353,-15.5796,-0.0296309,0.0555281,1969,0.287456,-23.6786,-0.0403801,0.262229,1969,0.364652,-6.83296,-0.167281,2.185,1969,0.410361,-3.39718,8.32651,89.8233,1969,0.552565,4.11336
[*:1]Nn1cc([*:2])nn1,azole_ring,linker,2,6,1959,635,10.3624,31.6885,1959,0.794283,14.4735,58.7485,104.496,1959,0.698826,24.8837,-1.56002,13.3662,1959,0.371618,-5.16582,0.0487064,0.0557241,1959,0.828484,38.6866,0.0273203,0.34527,1959,0.488515,3.50222,-0.0640231,2.91566,1959,0.419602,-0.971889,-16.7583,86.2844,1959,0.433384,-8.59634
[*:2]c1c([N+](=O)[O-])nnn1[*:1],nitro,linker,2,8,1915,1435,-3.27137,39.8279,1915,0.577546,-3.59441,137.154,111.519,1915,0.925326,53.8199,16.6303,14.0386,1915,0.883029,51.8393,0.0379152,0.0536204,1915,0.757702,30.9434,0.388547,0.329441,1915,0.873107,51.612,3.35551,2.75813,1915,0.87154,53.2387,-28.8072,85.4751,1915,0.330548,-14.7485
[*:1]Nc1nc([*:2])nn1O,azole_ring,linker,2,7,1908,656,-33.3533,30.4016,1908,0.091195,-47.9217,-21.89,64.7917,1908,0.383124,-14.7576,1.85063,7.92925,1908,0.481656,10.1947,-0.0308673,0.0328646,1908,0.151468,-41.0261,0.00923982,0.167831,1908,0.584906,2.40481,0.281074,1.49646,1908,0.628407,8.20439,-16.7809,83.595,1908,0.42086,-8.76847
[*:1]Nn1nnc([*:2])c1N,azole_ring,linker,2,7,1901,647,18.5396,18.0913,1901,0.854287,44.6809,8.4888,77.2881,1901,0.632299,4.78878,0.94052,11.4907,1901,0.353498,3.56871,0.0347964,0.0454472,1901,0.802209,33.3824,0.139502,0.297636,1901,0.647554,20.4355,1.06517,2.54935,1901,0.614413,18.2171,-14.5312,93.2079,1901,0.434508,-6.79734
[*:1]Nc1nnc([*:2])n1C,azole_ring,linker,2,7,1879,639,-44.1276,37.6825,1879,0.053752,-50.7614,-184.472,97.8175,1879,0.000532198,-81.7481,-22.0684,9.6152,1879,0,-99.4893,-0.107496,0.0506892,1879,0,-91.9268,-0.643275,0.238518,1879,0.00159659,-116.907,-5.19943,2.03879,1879,0.00532198,-110.547,60.7745,103.658,1879,0.751996,25.4146
[*:1]Nn1cnnc1[*:2],azole_ring,linker,2,6,1866,642,6.41094,28.2629,1866,0.69507,9.79853,8.66579,101.573,1866,0.468917,3.68542,-3.08392,10.8846,1866,0.200965,-12.239,0.0164385,0.0563312,1866,0.49089,12.6057,-0.027903,0.302763,1866,0.411576,-3.98112,-0.372567,2.52016,1866,0.41104,-6.38603,34.2871,96.2782,1866,0.666667,15.3836
[*:1]Nc1nc([*:2])nn1N=[N+]=[N-],azide,linker,2,9,1789,625,71.9741,39.9046,1789,0.883734,76.2884,75.0827,112.354,1789,0.712689,28.2655,8.05279,13.0709,1789,0.621576,26.0582,0.035629,0.0559925,1789,0.699832,26.9141,0.183175,0.344264,1789,0.64673,22.5051,1.38129,2.92067,1789,0.632197,20.0036,11.0717,90.9285,1789,0.567915,5.15016
[*:1]Nn1cnc([*:2])n1,azole_ring,linker,2,6,1779,644,-10.412,36.4264,1779,0.480045,-12.056,-26.6407,91.934,1779,0.462057,-12.2224,-5.30491,8.21279,1779,0.221473,-27.2443,-0.0199802,0.0518326,1779,0.345138,-16.2586,-0.188844,0.219562,1779,0.134345,-36.2773,-1.6756,1.79305,1779,0.0955593,-39.4154,10.5363,83.2747,1779,0.586847,5.3366
[*:1]Nn1nc([*:2])nc1C,azole_ring,linker,2,7,1778,638,-15.8346,18.5023,1778,0.222722,-36.0866,-109.419,94.7579,1778,0.0922385,-48.6903,-16.9007,10.5131,1778,0,-67.7861,-0.0652269,0.0575466,1778,0.116423,-47.7939,-0.51129,0.297685,1778,0.0708661,-72.4229,-4.23954,2.51023,1778,0.0725534,-71.2149,42.0224,104.481,1778,0.686164,16.9594
[*:1]Nn1c([*:2])nnc1O,azole_ring,linker,2,7,1778,642,-38.609,29.624,1778,0.00843645,-54.9554,-56.928,90.3208,1778,0.231159,-26.5769,2.34696,10.7725,1778,0.372891,9.18661,-0.0572399,0.045822,1778,0.0809899,-52.6733,-0.0212019,0.276549,1778,0.413386,-3.23272,0.0838071,2.38346,1778,0.491001,1.48265,17.3491,93.3959,1778,0.571991,7.83275
[*:1]Nc1nc([*:2])n[nH]1,azole_ring,linker,2,6,1758,624,-24.5085,28.7645,1758,0.163254,-35.7247,-119.036,78.4975,1758,0.00967008,-63.5818,-4.63227,9.91005,1758,0.186007,-19.5987,-0.0844183,0.0451795,1758,0.0176337,-78.3438,-0.181073,0.239834,1758,0.166098,-31.6557,-1.1863,2.05659,1758,0.2281,-24.1855,-2.40435,90.9314,1758,0.496587,-1.10865
[*:1]Nn1nc(N)nc1[*:2],azole_ring,linker,2,7,1703,641,-3.72228,34.5943,1703,0.594245,-4.44029,-71.1426,101.915,1703,0.258955,-28.807,-1.55273,11.1611,1703,0.307692,-5.74113,-0.0138382,0.0550667,1703,0.319436,-10.3705,-0.036242,0.316243,1703,0.33118,-4.72933,-0.363936,2.61786,1703,0.325895,-5.73702,-7.36495,86.29,1703,0.487375,-3.52222
[*:1]Nc1nn[nH]c1[*:2],azole_ring,linker,2,6,1670,628,-16.7945,38.5501,1670,0.353892,-17.8032,-38.079,96.2323,1670,0.48024,-16.1705,-3.81807,11.3594,1670,0.31497,-13.7355,-0.0310915,0.0553522,1670,0.330539,-22.9544,-0.0754562,0.286077,1670,0.309581,-10.7788,-0.517431,2.41853,1670,0.326347,-8.74299,-2.63103,81.0316,1670,0.497605,-1.32687
[*:1]Nc1nn(C)nc1[*:2],azole_ring,linker,2,7,1668,634,-34.6423,31.5989,1668,0.121703,-44.7747,-171.909,116.036,1668,0.0809353,-60.5066,-22.4917,12.5659,1668,0,-73.1019,-0.0909186,0.0572941,1668,0.0821343,-64.8098,-0.652519,0.332857,1668,0.0947242,-80.0632,-5.45349,2.83453,1668,0.0935252,-78.5763,74.7974,108.479,1668,0.782974,28.1603
[*:2]c1c(O)nnn1[*:1],azole_ring,linker,2,6,1564,1253,-51.8481,37.8517,1564,0.0421995,-54.1709,-29.8818,97.9445,1564,0.43798,-12.0655,4.63981,13.7609,1564,0.51023,13.3343,-0.0506428,0.0504882,1564,0.153453,-39.6686,0.0281695,0.336649,1564,0.509591,3.30917,0.499204,2.8155,1564,0.555627,7.01198,-9.38971,85.8399,1564,0.438619,-4.32595
[*:1]Nn1nc([*:2])c(N)n1,azole_ring,linker,2,7,1563,624,-8.18846,39.2095,1563,0.49904,-8.25639,-48.0977,95.96,1563,0.328215,-19.8159,-2.68371,9.98069,1563,0.289187,-10.6305,0.00337607,0.0585977,1563,0.449136,2.27777,-0.00733891,0.279757,1563,0.462572,-1.03712,-0.134882,2.29381,1563,0.448496,-2.32474,-9.01219,84.4904,1563,0.470889,-4.21699
[*:1]Nn1nnc(C)c1[*:2],azole_ring,linker,2,7,1557,624,10.0509,29.6076,1557,0.763006,13.3952,4.88312,79.8438,1557,0.598587,2.41324,-14.7397,9.17536,1557,0,-63.3886,0.0287076,0.0554558,1557,0.752087,20.4265,-0.299618,0.266053,1557,0.202954,-44.437,-2.82069,2.22203,1557,0.179833,-50.0898,9.60838,91.5027,1557,0.537572,4.14344
[*:1]Nc1nc([*:2])n(N)n1,azole_ring,linker,2,7,1530,613,-14.2419,25.2289,1530,0.273856,-22.0808,-85.3734,88.558,1530,0.102614,-37.7086,-2.91678,8.90982,1530,0.130719,-12.805,-0.0397258,0.0400831,1530,0.168627,-38.7665,-0.107157,0.228727,1530,0.258824,-18.3253,-0.819334,1.97611,1530,0.271242,-16.2179,14.0274,81.1449,1530,0.596732,6.76178
[*:1]Nc1nc([*:2])nn1C,azole_ring,linker,2,7,1492,612,-27.3038,15.113,1492,0.0375335,-69.7844,-142.669,103.713,1492,0.0375335,-53.1353,-12.8388,12.5112,1492,0,-39.638,-0.0957585,0.057299,1492,0.0375335,-64.5528,-0.456744,0.346239,1492,0.0489276,-50.9543,-3.58991,2.92886,1492,0.0757373,-47.3444,45.7741,103.621,1492,0.698391,17.0631
[*:1]Nn1ncnc1[*:2],azole_ring,linker,2,6,1455,597,-6.03621,28.7587,1455,0.43299,-8.0062,-11.7932,106.444,1455,0.483849,-4.22611,-1.87785,12.8361,1455,0.363574,-5.58032,-0.0104353,0.0591538,1455,0.385567,-6.72907,-0.0880608,0.350596,1455,0.345704,-9.58091,-0.839594,2.93866,1455,0.338144,-10.8981,-15.4877,93.0292,1455,0.433677,-6.35036
[*:1]Nc1nnn(N=[N+]=[N-])c1[*:2],azide,linker,2,9,1454,587,73.4754,45.2175,1454,0.99381,61.9609,102.455,78.906,1454,0.97249,49.5114,3.24361,9.22805,1454,0.451169,13.403,0.0662825,0.0435277,1454,0.991747,58.0651,0.153905,0.226812,1454,0.830124,25.8743,1.05546,1.91816,1454,0.787483,20.9816,32.6798,90.4442,1454,0.700825,13.7778
[*:1]Nn1nnc(N)c1[*:2],azole_ring,linker,2,7,1445,609,23.0841,30.7029,1445,0.820069,28.5803,-6.72931,98.2218,1445,0.510727,-2.60433,-4.19801,11.6246,1445,0.244983,-13.7278,0.0454029,0.0564526,1445,0.817993,30.5727,0.0346383,0.316868,1445,0.447751,4.1554,0.0277023,2.64384,1445,0.402076,0.398305,2.9779,90.8348,1445,0.519031,1.24621
[*:1]Nn1nnc([*:2])c1N=[N+]=[N-],azide,linker,2,9,1441,598,81.3715,41.9379,1441,0.931992,73.6542,82.1889,95.0856,1441,0.790423,32.8118,1.76027,10.441,1441,0.460097,6.39983,0.0584431,0.0503594,1441,0.905621,44.054,0.0729433,0.264739,1441,0.59542,10.4592,0.279555,2.24089,1441,0.564192,4.73563,6.06098,82.6055,1441,0.573213,2.78526
[*:1]Nn1nc(O)nc1[*:2],azole_ring,linker,2,7,1361,591,-39.1285,22.1025,1361,0,-65.3101,-43.4831,100.958,1361,0.365907,-15.8894,5.50953,10.8273,1361,0.541514,18.7726,-0.0607272,0.0669954,1361,0.213079,-33.4401,-0.013711,0.303563,1361,0.444526,-1.66629,0.108446,2.46906,1361,0.482733,1.62036,-28.6914,90.9979,1361,0.373255,-11.6318
[*:1]Nc1c([*:2])nnn1O,azole_ring,linker,2,7,1354,593,1.00509,33.4343,1354,0.613737,1.10617,99.0682,87.4546,1354,0.868538,41.6832,5.60927,10.0755,1354,0.491137,20.4856,0.0586538,0.053821,1354,0.878139,40.1008,0.248952,0.249685,1354,0.890694,36.6888,2.021,2.08259,1354,0.878139,35.7084,-17.1541,91.4718,1354,0.435007,-6.90067
[*:1]Nn1nncc1[*:2],azole_ring,linker,2,6,1303,598,7.16906,41.2416,1303,0.710668,6.27478,52.5188,84.9593,1303,0.725249,22.3139,-2.91428,9.51002,1303,0.206447,-11.0617,0.0430342,0.057212,1303,0.788181,27.1518,-0.0116291,0.255704,1303,0.402149,-1.64165,-0.350417,2.1028,1303,0.346124,-6.01533,-7.87463,88.1237,1303,0.439754,-3.22559
[*:2]n1nnnc1N=[N+]([*:1])[O-],azoxy,linker,2,8,1288,702,19.0414,23.4157,1288,0.762422,29.1843,134.448,68.165,1288,0.996894,70.7864,11.6806,4.80549,1288,0.998447,87.2339,0.0535758,0.049525,1288,0.913043,38.8241,0.322843,0.133685,1288,0.998447,86.6696,2.74008,0.907298,1288,1,108.386,14.7289,81.9899,1288,0.556677,6.44716
[*:1]Nn1nc([*:2])nc1N=[N+]=[N-],azide,linker,2,9,1273,576,43.9234,45.5342,1273,0.657502,34.417,5.16035,102.426,1273,0.454831,1.79756,4.869,11.3655,1273,0.465829,15.285,-0.00600275,0.0517776,1273,0.362137,-4.1364,0.0363004,0.294493,1273,0.451689,4.39796,0.217775,2.46263,1273,0.461901,3.15517,14.9444,88.0379,1273,0.616654,6.05653
[*:2]c1c(N[N+](=O)[O-])nnn1[*:1],nitramine,linker,2,9,1211,1018,-6.74828,38.3128,1211,0.629232,-6.12945,117.898,109.688,1211,0.847234,37.4042,20.1473,14.0312,1211,0.851363,49.9684,0.043879,0.0479973,1211,0.8109,31.8135,0.478586,0.330224,1211,0.926507,50.4339,4.15432,2.75129,1211,0.930636,52.5456,-47.318,95.8934,1211,0.268373,-17.1716
[*:1]Nn1nnc([*:2])c1C,azole_ring,linker,2,7,1157,552,6.571,33.5603,1157,0.717373,6.65997,-16.2139,68.7734,1157,0.489196,-8.01924,-14.0149,9.93842,1157,0,-47.9668,0.0174105,0.0458722,1157,0.657736,12.91,-0.294619,0.245746,1157,0.232498,-40.7794,-2.7213,2.14254,1157,0.202247,-43.203,27.9569,96.7718,1157,0.631806,9.82667
[*:1]Nn1c([*:2])nnc1[N+](=O)[O-],nitro,linker,2,9,1154,557,0.207721,38.3319,1154,0.65078,0.184087,151.863,126.085,1154,0.916811,40.9158,18.8204,13.3719,1154,0.818891,47.8121,0.0526499,0.0602657,1154,0.815425,29.6777,0.48367,0.368074,1154,0.925477,44.6393,4.23669,3.09148,1154,0.921144,46.5546,-45.5241,91.6555,1154,0.269497,-16.8727
[*:1]Nc1n[nH]nc1[*:2],azole_ring,linker,2,6,1150,578,-3.50243,31.9316,1150,0.50087,-3.71962,-27.4707,80.9181,1150,0.34,-11.5126,-1.28207,10.736,1150,0.312174,-4.04964,-0.0182335,0.0535584,1150,0.358261,-11.5449,-0.0119378,0.280373,1150,0.36087,-1.4439,-0.0118202,2.36542,1150,0.347826,-0.16946,-17.3688,87.8249,1150,0.431304,-6.70658
[*:1]Nn1nc([*:2])nc1[N+](=O)[O-],nitro,linker,2,9,1150,546,-4.8339,32.7659,1150,0.477391,-5.00294,67.3789,96.4122,1150,0.634783,23.6996,11.5222,11.0053,1150,0.784348,35.5045,0.00860696,0.0470498,1150,0.533913,6.20356,0.215067,0.287842,1150,0.668696,25.3378,1.92046,2.49218,1150,0.687826,26.1322,-35.1456,85.5268,1150,0.293043,-13.9353
[*:1]Nc1nn([N+](=O)[O-])nc1[*:2],nitro,linker,2,9,1042,548,4.48592,40.2295,1042,0.738964,3.59949,181.138,110.767,1042,1,52.7878,19.2426,11.3382,1042,0.899232,54.784,0.0685463,0.0542394,1042,0.954894,40.7946,0.470704,0.291114,1042,0.971209,52.1938,4.01146,2.4358,1042,0.96737,53.1611,-53.1764,95.309,1042,0.263916,-18.0102
[*:1]Nc1c([*:2])nnn1[N+](=O)[O-],nitro,linker,2,9,1041,539,23.4404,17.95,1041,0.931796,42.1334,165.314,122.512,1041,0.938521,43.5367,16.098,13.3222,1041,0.705091,38.9872,0.0701585,0.0536731,1041,0.926033,42.1744,0.443815,0.347512,1041,0.928915,41.2057,3.79931,3.00182,1041,0.923151,40.8362,-40.9946,86.082,1041,0.290106,-15.3653
[*:1]Nc1nc([*:2])n(N=[N+]=[N-])n1,azide,linker,2,9,1037,533,75.0533,30.6753,1037,0.997107,78.7899,71.2403,106.981,1037,0.718419,21.4442,8.58233,14.9806,1037,0.572806,18.4487,0.0326549,0.0615162,1037,0.70974,17.0942,0.191796,0.38732,1037,0.648023,15.9462,1.42047,3.27893,1037,0.632594,13.9504,15.458,94.8788,1037,0.603664,5.24654
[*:1]Nn1nnc([N+](=O)[O-])c1[*:2],nitro,linker,2,9,1033,528,19.942,32.5877,1033,0.804453,19.6682,181.11,86.0036,1033,1,67.6825,15.0811,6.44118,1033,0.999032,75.2518,0.0711742,0.0491652,1033,0.906099,46.5281,0.394362,0.155693,1033,0.996128,81.4096,3.35914,1.24278,1033,0.996128,86.8729,-39.8452,77.9985,1033,0.236205,-16.4187
[*:1]Nc1nc([*:2])n([N+](=O)[O-])n1,nitro,linker,2,9,1022,522,-20.2599,32.6429,1022,0.188845,-19.8415,53.7847,89.6005,1022,0.604697,19.19,13.264,11.7549,1022,0.876712,36.0731,-0.0175254,0.0464769,1022,0.313112,-12.0547,0.230192,0.27991,1022,0.728963,26.2903,2.20309,2.42594,1022,0.779843,29.032,-18.755,79.0921,1022,0.394325,-7.5807
[*:1]Nc1c([*:2])nnn1N=[N+]=[N-],azide,linker,2,9,949,523,93.7046,41.2951,949,1,69.903,153.163,99.7019,949,0.940991,47.3241,6.74237,11.7258,949,0.592202,17.7134,0.0957634,0.0571346,949,0.997893,51.6337,0.266565,0.309204,949,0.874605,26.5577,1.91142,2.57346,949,0.8451,22.8808,16.9739,85.8032,949,0.59431,6.09413
[*:1]Nc1nnc([*:2])n1[N+](=O)[O-],nitro,linker,2,9,934,521,-32.1752,51.5565,934,0.400428,-19.0726,103.992,124.045,934,0.847966,25.6211,15.7905,12.2647,934,0.883298,39.3469,0.0197604,0.0675777,934,0.520343,8.93646,0.398244,0.345923,934,0.970021,35.1838,3.66906,2.85593,934,0.977516,39.2627,-31.8363,91.6031,934,0.360814,-10.6215
[*:2]c1c(N=[N+]=[N-])nnn1[*:1],azide,linker,2,8,873,782,67.2994,36.4798,873,0.894616,54.5088,124.277,88.7773,873,0.894616,41.3614,14.7748,11.3321,873,0.788087,38.523,0.0446852,0.0479266,873,0.837342,27.5483,0.311645,0.284538,873,0.886598,32.3614,2.43756,2.26975,873,0.885452,31.731,-26.7896,88.2279,873,0.356243,-8.97156
[*:1]Nc1nc(O)n([*:2])n1,azole_ring,linker,2,7,837,466,-60.8817,31.2122,837,0,-56.4321,-71.0678,107.463,837,0.271207,-19.1326,6.37864,13.1952,837,0.684588,13.9854,-0.0838075,0.0525226,837,0.0657109,-46.1635,-0.0153915,0.351788,837,0.413381,-1.26579,0.240885,2.97136,837,0.477897,2.3454,-27.7344,88.9917,837,0.388292,-9.01638
[*:1]Nc1ncn([*:2])n1,azole_ring,linker,2,6,836,467,-27.8047,44.0881,836,0.261962,-18.2348,-32.8419,89.4351,836,0.405502,-10.6175,-0.41324,9.96625,836,0.382775,-1.19887,-0.0329227,0.0509762,836,0.236842,-18.6737,-0.0796518,0.266518,836,0.261962,-8.64116,-0.566045,2.17309,836,0.266746,-7.5314,8.71099,84.9935,836,0.55622,2.96336
[*:1]Nc1nnc([*:2])n1N=[N+]=[N-],azide,linker,2,9,833,484,83.0628,30.8426,833,0.9988,77.7282,104.713,70.0002,833,0.986795,43.1742,8.86712,8.35014,833,0.815126,30.6486,0.0491514,0.0365425,833,0.967587,38.8204,0.221868,0.222281,833,0.884754,28.8081,1.71164,1.85722,833,0.845138,26.5994,23.7295,87.3674,833,0.630252,7.83902
[*:1]Nc1nncn1[*:2],azole_ring,linker,2,6,829,467,-12.9389,31.2741,829,0.334138,-11.9121,-43.2758,93.9629,829,0.260555,-13.2607,-7.52166,11.7278,829,0.200241,-18.466,-0.021835,0.0470202,829,0.27503,-13.3704,-0.192411,0.302834,829,0.160434,-18.2937,-1.69033,2.59992,829,0.173703,-18.7193,43.9932,94.9651,829,0.72497,13.3383
[*:1]Nn1nnc(N=[N+]=[N-])c1[*:2],azide,linker,2,9,813,482,66.8212,40.3859,813,0.872079,47.177,78.5583,89.3403,813,0.735547,25.0721,2.96986,8.20107,813,0.504305,10.3255,0.0368822,0.0510509,813,0.731857,20.5996,0.053121,0.218484,813,0.587946,6.93251,0.212645,1.81829,813,0.573186,3.33456,-37.0248,80.3297,813,0.303813,-13.142
[*:1]Nc1nnn([N+](=O)[O-])c1[*:2],nitro,linker,2,9,731,471,18.8207,35.4281,731,0.861833,14.363,217.949,92.1059,731,1,63.9774,19.7125,9.31613,731,1,57.2091,0.0870588,0.0401138,731,0.991792,58.6783,0.509491,0.232118,731,1,59.3454,4.31642,1.93768,731,1,60.2283,-60.5179,96.0702,731,0.216142,-17.0315
